Year,County,Hospital,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2020,Orange,Providence St. Jude Medical Center,0,6,0,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,0,3,0,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,27,322,6.2,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,43,549,8,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,16,126,14,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,23,385,6.1,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,4,38,17.4,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,0,28,0,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,20,299,4.7,Worse,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,17,443,3.4,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,0,201,0,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,11,278,4.2,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,0,29,,As Expected,-117.928,33.89349
2020,Orange,Providence St. Jude Medical Center,85,673,8.7,Worse,-117.928,33.89349
2019,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,1,9,7.6,As Expected,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,0,26,0,As Expected,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,0,26,0,As Expected,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,0,54,0,As Expected,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,1,90,1.5,As Expected,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,0,20,0,As Expected,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2019,Orange,Foothill Regional Medical Center,0,61,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,0,5,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,0,22,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,0,4,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,0,18,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,0,54,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,0,61,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,0,28,0,As Expected,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,,,,,-117.829,33.73119
2020,Orange,Foothill Regional Medical Center,7,278,1.8,Better,-117.829,33.73119
2016,Orange,West Anaheim Medical Center,9,142,5.2,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,1,49,3,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,1,48,1.7,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,3,135,1.5,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,9,260,2.9,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,1,54,1,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,3,113,2.4,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,7,169,3.2,As Expected,-117.994,33.82482
2016,Orange,West Anaheim Medical Center,1,31,3.17,As Expected,-117.99,33.82
2017,Orange,West Anaheim Medical Center,6,151,3.3,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,4,48,8.8,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,2,3,34.5,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,1,44,2.4,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,4,120,2.2,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,4,314,1,Better,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,1,51,1.5,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,3,113,2.9,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,3,107,1.6,As Expected,-117.994,33.82482
2017,Orange,West Anaheim Medical Center,4,34,12.4,Worse,-117.99,33.82
2018,Orange,West Anaheim Medical Center,8,193,4.1,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,2,43,5.9,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,0,4,0,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,1,38,2.6,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,1,135,0.4,Better,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,5,312,1.3,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,1,55,0.6,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,4,119,3.1,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,2,130,1,As Expected,-117.994,33.82482
2018,Orange,West Anaheim Medical Center,0,32,0,As Expected,-117.99,33.82
2019,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,8,165,3.4,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,2,63,3.9,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,0,3,0,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,1,58,1.7,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,2,137,1,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,4,267,1.6,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,2,50,2.7,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,2,93,1.5,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,6,163,3,As Expected,-117.994,33.82482
2019,Orange,West Anaheim Medical Center,1,28,2.528247,As Expected,-117.99,33.82
2020,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,13,141,7.2,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,2,41,11.3,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,1,3,25.5,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,1,38,6.6,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,0,3,0,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,3,94,3.7,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,5,177,2.5,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,0,50,0,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,6,80,6.1,As Expected,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,,,,,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,29,459,4.5,Better,-117.994,33.82482
2020,Orange,West Anaheim Medical Center,1,15,5.382146,As Expected,-117.99,33.82
2016,Orange,Orange County Global Medical Center,14,187,11.3,Worse,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,30,229,11.4,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,16,59,29.7,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,7,152,4.4,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,7,18,34.1,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,0,13,0,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,8,91,7.6,Worse,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,4,167,3.3,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,0,46,0,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,7,134,6.5,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,8,136,5.4,As Expected,-117.833,33.75361
2016,Orange,Orange County Global Medical Center,2,49,2.44,As Expected,-117.83,33.75
2017,Orange,Orange County Global Medical Center,13,154,8,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,23,244,6.9,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,13,64,19.2,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,4,162,1.9,Better,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,6,18,26.5,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,0,8,0,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,2,120,1.3,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,4,212,1.7,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,0,36,0,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,7,109,5.2,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,2,77,2.2,As Expected,-117.833,33.75361
2017,Orange,Orange County Global Medical Center,1,44,1.93,As Expected,-117.83,33.75
2018,Orange,Orange County Global Medical Center,10,188,4.3,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,50,245,12.4,Worse,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,21,80,24.2,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,21,143,8.4,Worse,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,8,22,31.3,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,0,4,0,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,0,100,0,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,1,195,0.7,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,0,45,0,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,10,138,5.3,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,2,102,2.6,As Expected,-117.833,33.75361
2018,Orange,Orange County Global Medical Center,0,38,0,As Expected,-117.83,33.75
2019,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,10,162,6.2,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,34,219,12.9,Worse,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,19,54,26.4,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,12,150,11.1,Worse,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,3,15,22.9,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,0,3,0,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,2,112,1.6,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,4,181,2.8,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,1,42,2.2,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,7,128,3.9,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,1,75,2.7,As Expected,-117.833,33.75361
2019,Orange,Orange County Global Medical Center,1,50,1.968674,As Expected,-117.83,33.75
2020,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,4,104,4.5,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,24,194,8.3,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,8,39,14.4,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,15,146,6.5,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,1,9,8.8,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,0,3,0,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,3,85,3.4,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,5,171,4.4,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,0,35,0,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,3,101,2.4,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,,,,,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,20,237,6.2,As Expected,-117.833,33.75361
2020,Orange,Orange County Global Medical Center,1,25,3.528562,As Expected,-117.83,33.75
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,150,0,As Expected,-117.77401,33.65921
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,150,0,As Expected,-117.77401,33.65921
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,150,0,As Expected,-117.77401,33.65921
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,127,,As Expected,-117.77401,33.65921
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,127,0,As Expected,-117.77401,33.65921
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,127,0,As Expected,-117.77401,33.65921
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,176,,As Expected,-117.77401,33.65921
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,176,0,As Expected,-117.77401,33.65921
2019,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,176,0,As Expected,-117.77401,33.65921
2020,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,143,,As Expected,-117.77401,33.65921
2020,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,143,0,As Expected,-117.77401,33.65921
2020,Orange,Kaiser Foundation Hospital – Orange County – Irvine,0,143,0,As Expected,-117.77401,33.65921
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,11,215,4.7,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,39,637,6.2,Better,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,21,188,15.9,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,13,385,3.9,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,5,64,9.3,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,35,0,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,3,314,1.4,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,16,646,2.1,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,9,268,3,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,56,0,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,27,0,As Expected,-117.843,33.85442
2016,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,3,259,1,Better,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,18,320,5.6,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,31,556,5.4,Better,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,17,172,13,Better,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,13,345,3.4,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,1,39,4.9,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,39,0,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,3,307,1.1,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,13,549,1.7,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,12,252,4.1,Worse,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,4,132,7.8,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,1,19,6,As Expected,-117.843,33.85442
2017,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,10,225,3,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,14,245,4.7,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,29,528,5.2,Better,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,15,156,11.7,Better,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,12,327,3.1,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,2,45,9.9,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,1,52,3.4,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,9,302,1.9,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,27,562,3.2,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,3,267,1.1,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,127,0,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,1,23,2.7,As Expected,-117.843,33.85442
2018,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,8,249,2.1,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,30,0,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,,,,,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,13,256,4.6,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,33,540,5.6,Better,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,11,157,10.6,Better,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,19,334,4.5,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,3,49,6.9,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,43,0,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,5,329,1.3,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,21,584,3.1,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,4,307,1.3,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,1,124,1.1,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,2,28,3.8,As Expected,-117.843,33.85442
2019,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,12,242,4.1,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,25,0,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,,,,,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,10,201,7.3,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,17,446,4,Better,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,5,116,6.7,Better,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,10,301,2.6,Better,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,2,29,12.9,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,32,0,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,5,279,2.9,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,13,539,2,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,267,0,Better,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,3,109,4,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,0,20,0,As Expected,-117.843,33.85442
2020,Orange,Kaiser Foundation Hospital – Orange County – Anaheim,30,551,6,As Expected,-117.843,33.85442
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,0,329,0,As Expected,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,0,114,0,As Expected,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2017,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,0,41,0,As Expected,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2018,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,0,25,0,As Expected,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2019,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,0,79,0,As Expected,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2020,Orange,Hoag Orthopedic Institute,,,,,-117.773,33.66177
2016,Placer,Sutter Auburn Faith Hospital,3,13,12.6,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,6,94,10.9,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,3,11,30.6,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,3,83,5.1,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,0,21,0,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,5,104,7,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,3,135,2.3,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,2,72,3.2,As Expected,-121.099,38.94432
2016,Placer,Sutter Auburn Faith Hospital,,,,,-121.099,38.94432
